1,lenet,keras_mxnet_official_sample,64,1,0.991640,12,2.745,21857.92349726776
1,lenet,keras_mxnet_official_sample,128,1,0.992089,12,2.126,28222.013170272814
1,lenet,keras_mxnet_official_sample,256,1,0.991016,12,1.781,33688.93879842785
1,lenet,keras_mxnet_official_sample,512,1,0.990918,12,1.614,37174.72118959107
1,lenet,keras_mxnet_official_sample,1024,1,0.989453,12,1.539,38986.35477582846
1,lenet,keras_mxnet_official_sample,2048,1,0.987891,12,1.520,39473.68421052631
1,lenet,keras_mxnet_official_sample,4096,1,0.980062,12,1.444,41551.246537396124
1,lenet,keras_mxnet_official_sample,64,4,0.992536,12,2.798,21443.888491779842
1,lenet,keras_mxnet_official_sample,128,4,0.991792,12,1.537,39037.085230969424
1,lenet,keras_mxnet_official_sample,256,4,0.991113,12,0.762,78740.15748031496
1,lenet,keras_mxnet_official_sample,512,4,0.990723,12,0.576,104166.66666666667
1,lenet,keras_mxnet_official_sample,1024,4,0.989844,12,0.464,129310.3448275862
1,lenet,keras_mxnet_official_sample,2048,4,0.987402,12,0.418,143540.66985645934
1,lenet,keras_mxnet_official_sample,4096,4,0.980876,12,0.392,153061.22448979592
1,lenet,keras_mxnet_official_sample,64,8,0.992337,12,5.268,11389.521640091116
1,lenet,keras_mxnet_official_sample,128,8,0.991891,12,2.594,23130.300693909023
1,lenet,keras_mxnet_official_sample,256,8,0.991602,12,1.310,45801.52671755725
1,lenet,keras_mxnet_official_sample,512,8,0.991406,12,0.675,88888.88888888888
1,lenet,keras_mxnet_official_sample,1024,8,0.990234,12,0.355,169014.08450704225
1,lenet,keras_mxnet_official_sample,2048,8,0.987305,12,0.251,239043.8247011952
1,lenet,keras_mxnet_official_sample,4096,8,0.979818,12,0.217,276497.69585253455